VehicleID,Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
VHL12585,Abuja,Toyota,Camry,"2,015",Blue,7.1,Foreign Used,42000
VHL19236,Abuja,Toyota,Camry,"2,011",Gray,3.8,Foreign Used,74000
VHL12578,Lagos,Skoda,Octavia,"2,014",Black,3.38,Nigerian Used,51992
VHL19031,Lagos,Lexus,ES 350 FWD,"2,014",White,9.15,Foreign Used,65000
VHL11424,Lagos,Toyota,Highlander,"2,011",Silver,11.25,Foreign Used,134677
VHL12387,Lagos,Toyota,Highlander XLE 4x4 V6 (3.5L 6cyl 8A),"2,017",Gray,15.5,Foreign Used,46000
VHL13240,Abuja,Toyota,Corolla,"2,009",Silver,2.5,Nigerian Used,78552
VHL14271,Lagos,Lexus,IS 250,"2,007",Silver,3.8,Foreign Used,85000
VHL18802,Lagos,Honda,Civic,"2,003",Silver,0.73,Nigerian Used,214514
VHL13314,Ibadan,Toyota,Highlander Sport,"2,008",Gold,4.7,Foreign Used,298500
VHL14275,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,013",Blue,10.5,Foreign Used,63251
VHL18473,Lagos,Toyota,RAV4 LE 4dr SUV (2.5L 4cyl 6A),"2,014",Silver,9.5,Foreign Used,
VHL19230,Abuja,Toyota,RAV4 LE AWD,"2,019",Red,19,Foreign Used,52352
VHL15590,Ibadan,Toyota,Camry,"2,008",Black,3.3,Foreign Used,
VHL16366,Lagos,Toyota,Camry,"2,005",Gold,2.65,Foreign Used,106200
VHL17029,Abuja,Mercedes-Benz,E550,"2,011",Gray,7.2,Foreign Used,105000
VHL17395,Abuja,Dodge,Charger SXT,"2,008",White,3.6,Foreign Used,60000
VHL15577,Lagos,Mercedes-Benz,GLA-Class,"2,019",Black,18.85,Foreign Used,22000
VHL16054,Abuja,Mercedes-Benz,G-Class G 500,"2,016",Black,98,Foreign Used,420000
VHL10231,Abuja,Toyota,Highlander,"2,021",Black,40,Brand New,
VHL14429,Lagos,Mercedes-Benz,E300,"2,017",Black,19,Foreign Used,47235
VHL17474,Abuja,Toyota,Camry,"2,010",Green,2.3,Nigerian Used,70189
VHL14017,Abuja,Toyota,Sienna,"2,000",Blue,1.5,Nigerian Used,110000
VHL11595,Abuja,Hyundai,Sonata,"2,017",Black,7.5,Foreign Used,77390
VHL17639,Abuja,Toyota,Camry,"2,015",Gray,7.5,Foreign Used,
VHL12588,Abuja,Cadillac,Escalade,"2,019",Black,70,Foreign Used,9748
VHL14838,Abuja,Peugeot,306,"2,005",Silver,1.6,Nigerian Used,
VHL17246,Abuja,Toyota,4-Runner,"2,020",Black,31.8,Brand New,1066
VHL13600,Lagos,Mitsubishi,SpaceStar,"1,995",White,2.05,,337469
VHL10576,Abuja,Honda,Civic 1.4,"2,006",Gray,1.35,Nigerian Used,
VHL10552,Abuja,Mercedes-Benz,C300,"2,008",Black,4.5,Nigerian Used,32000
VHL16054,Abuja,Mercedes-Benz,GLE-Class,"2,016",Black,24,Foreign Used,21453
VHL16239,Lagos,Lexus,RX 350 FWD,"2,018",Red,23,Foreign Used,
VHL13157,Abuja,Ford,Mustang,"2,014",Gray,8,Foreign Used,59000
VHL13060,Lagos,Mercedes-Benz,S-Class,"2,015",Brown,27.5,Foreign Used,
VHL10246,Lagos,Toyota,Highlander,"2,004",Silver,3.09,,138400
VHL16881,Ibadan,Mercedes-Benz,M Class ML 350 4Matic,"2,010",Black,6.7,Foreign Used,
VHL16060,Lagos,Lexus,RX 300 4WD,"2,001",Black,1.91,Nigerian Used,152799
VHL13323,Lagos,Acura,MDX,"2,011",Gray,6.5,Foreign Used,87545
VHL18758,Abuja,Toyota,Avalon Limited,"2,020",Blue,26,Foreign Used,4600
VHL13686,Abuja,Lexus,ES 330,"2,005",Silver,3.8,Foreign Used,222566
VHL10977,Ibadan,Toyota,Avensis,"2,012",Black,2,Nigerian Used,
VHL14239,Abuja,Hyundai,Sonata,"2,015",Silver,6.4,Foreign Used,
VHL13266,Abuja,Land Rover,Rover Lr3 V8 HSE AWD,"2,008",Black,3.1,Nigerian Used,86000
VHL15347,Lagos,Toyota,Highlander Limited 3.5l 4WD,"2,013",Blue,9.5,Foreign Used,105577
VHL13875,Abuja,Lexus,RX 350,"2,010",Silver,8.7,Foreign Used,
VHL15689,Ibadan,Lexus,RX 350 AWD,"2,013",Black,11,Foreign Used,
VHL10014,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,009",Black,4.8,Foreign Used,
VHL13641,Lagos,Nissan,Micra,"2,005",Gold,1.13,Nigerian Used,103863
VHL19332,Lagos,Toyota,RAV4 XLE AWD (2.5L 4cyl 6A),"2,016",Silver,10.89,Foreign Used,92000
VHL19306,Lagos,Honda,Accord Automatic,"2,003",Green,1.01,Nigerian Used,176314
VHL10949,Lagos,Toyota,4-Runner Limited V6,"2,007",Black,5.5,Foreign Used,
VHL15877,Lagos,Toyota,Tacoma Regular Cab,"2,009",White,10.3,Foreign Used,78964
VHL19146,Lagos,Toyota,Venza V6,"2,010",White,8,Foreign Used,
VHL10834,Lagos,Toyota,Sienna,"2,001",Silver,1.01,Nigerian Used,319360
VHL19233,Lagos,Lexus,ES 300,"2,002",Black,2.81,Brand New,111408
VHL17587,Abuja,Peugeot,508,"2,014",White,6.5,Nigerian Used,
VHL10568,Lagos,Lexus,RX,"2,008",Gray,5.9,Foreign Used,
VHL17228,Lagos,Lexus,ES,"2,011",Gold,5.9,Foreign Used,63256
VHL15452,Lagos,Lexus,IS 250 AWD,"2,007",Red,3.55,Foreign Used,87000
VHL17673,Lagos,Toyota,Camry,"2,008",Silver,4.15,Foreign Used,73555
VHL15089,Lagos,Lexus,GX 460 Luxury,"2,018",Silver,27.9,Foreign Used,24984
VHL12964,Lagos,Toyota,Venza XLE AWD,"2,013",Red,8.7,Foreign Used,89000
VHL16221,Abuja,Toyota,Avensis Wagon 2 D4 VVT-i,"2,000",White,2.5,Foreign Used,121413
VHL17893,Lagos,Lexus,ES 350,"2,011",Red,6.5,Foreign Used,
VHL11413,Abuja,Mini,Cooper John Cooper Works,"2,012",Silver,4.5,Nigerian Used,124976
VHL12239,Lagos,Hyundai,Ix35,"2,011",Black,2.81,Nigerian Used,126281
VHL16935,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,012",Black,12.5,Foreign Used,
VHL10431,Abuja,Lexus,LS 460 L RWD,"2,008",Black,8.5,Foreign Used,
VHL16578,Abuja,Toyota,Highlander V6 FWD,"2,003",White,2.5,Nigerian Used,
VHL17143,Lagos,Lexus,RX 350,"2,011",Silver,10,Foreign Used,102678
VHL18472,Abuja,Toyota,Camry,"2,012",Black,4.16,Nigerian Used,205527
VHL15563,Lagos,Toyota,4-Runner,"2,014",Black,23,Foreign Used,
VHL15815,Lagos,Toyota,Highlander XLE FWD,"2,020",Black,45,Foreign Used,11543
VHL11423,Abuja,Toyota,Camry,"2,008",Black,2.6,Nigerian Used,
VHL16951,Lagos,Toyota,Tundra Regular Cab,"2,006",White,5.5,Foreign Used,105244
VHL11504,Ibadan,Toyota,Camry,"2,007",Gold,3.25,Foreign Used,
VHL15787,Lagos,Lexus,ES 350,"2,007",Blue,4.4,Foreign Used,
VHL14954,Abuja,Lexus,LX,"2,016",Black,35,Foreign Used,5000
VHL10473,Lagos,Toyota,4-Runner Limited 4WD,"2,011",Silver,9.85,Foreign Used,89527
VHL17313,Lagos,Toyota,Highlander Limited 3.5l 4WD,"2,013",White,9.6,Foreign Used,
VHL10333,Abuja,Mercedes-Benz,C300,"2,021",Gray,47,Foreign Used,7900
VHL12968,Lagos,Toyota,Tacoma SR5,"2,017",Silver,18.5,Foreign Used,
VHL11366,Lagos,Mercedes-Benz,GLE-Class,"2,020",Blue,29.5,Foreign Used,45288
VHL10191,Abuja,Toyota,Corolla S,"2,004",Blue,2.5,Foreign Used,81200
VHL13303,Lagos,Mercedes-Benz,GLA-Class,"2,018",Red,19.5,Foreign Used,11000
VHL14691,Ibadan,Toyota,RAV4 Sport V6 4x4,"2,007",Red,2.55,Nigerian Used,140731
VHL12530,Lagos,Mitsubishi,Pajero,"2,017",Silver,12.5,Nigerian Used,
VHL16612,Lagos,Mercedes-Benz,GL-Class GL 450,"2,013",White,14.5,Foreign Used,
VHL16234,Lagos,Toyota,Highlander Limited,"2,011",Black,7,Nigerian Used,80000
VHL18617,Lagos,Ford,Focus Matt,"2,012",Black,3.94,Nigerian Used,88139
VHL10651,Abuja,Mercedes-Benz,E350,"2,015",Green,13,Foreign Used,75000
VHL12762,Abuja,BMW,X3,"2,006",Red,2,Nigerian Used,288727
VHL17445,Lagos,Lexus,RX 330 AWD,"2,006",Gold,5,Foreign Used,
VHL17517,Abuja,Lexus,ES 350 FWD,"2,014",Gray,11.2,Foreign Used,52000
VHL15129,Lagos,Toyota,Tundra,"2,001",Red,1.69,Nigerian Used,317799
VHL17274,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,013",White,13.5,Foreign Used,65000
VHL17801,Lagos,Toyota,Highlander Limited,"2,012",Black,8.5,Foreign Used,60000
VHL19507,Abuja,Toyota,Corolla LE,"2,020",Red,17,Foreign Used,11230
VHL13519,Abuja,Toyota,Venza V6,"2,010",Black,5.1,Nigerian Used,
VHL10958,Abuja,Toyota,Highlander,"2,017",Black,16.5,Foreign Used,31785
VHL15846,Abuja,Toyota,Camry,"2,013",Black,4.9,Foreign Used,
VHL11347,Lagos,Mercedes-Benz,G-Class,"2,003",White,15.69,,129
VHL17629,Abuja,Toyota,Highlander,"2,007",Green,3.2,Nigerian Used,125556
VHL19327,Abuja,Toyota,Corolla,"2,009",White,4.3,Foreign Used,125367
VHL13644,Lagos,Lexus,RX 350,"2,010",Gold,8.5,Foreign Used,
VHL11439,Abuja,Mazda,CX-9,"2,008",Black,3.9,Foreign Used,
VHL16191,Lagos,Toyota,RAV4 LE FWD,"2,019",Gray,18,Foreign Used,63646
VHL13788,Abuja,Mercedes-Benz,C240,"2,004",White,1.6,Nigerian Used,1123856
VHL13402,Abuja,Volkswagen,Passat,"2,013",Black,2.5,Nigerian Used,
VHL17958,Lagos,Toyota,Camry,"2,009",White,3.5,Foreign Used,34332
VHL15928,Abuja,Toyota,Corolla 1.4,"2,004",Blue,2,Nigerian Used,
VHL13814,Lagos,Ford,Econoline,"2,013",Blue,5.63,Nigerian Used,220846
VHL11675,Abuja,Toyota,Corsa,"2,008",Gold,7.5,Foreign Used,150000
VHL16979,Lagos,Kia,Kia Cerato,"2,021",Black,11.8,Brand New,
VHL10533,Lagos,Mitsubishi,Pajero 3,"2,012",Black,2.2,Nigerian Used,163255
VHL11933,Abuja,Toyota,Land Cruiser 5.7 V8 VX-S,"2,021",Black,115,Brand New,45
VHL11170,Lagos,Ford,Edge SE 4dr AWD (3.5L 6cyl 6A),"2,007",White,2.36,Nigerian Used,115975
VHL15557,Abuja,Toyota,Land Cruiser 4.5 V8 GXR,"2,020",Black,63,Foreign Used,
VHL15039,Lagos,Lexus,RX 350,"2,011",Silver,8.95,Foreign Used,52054
VHL17006,Abuja,Toyota,Highlander,"2,015",Gray,12.9,Foreign Used,46915
VHL18012,Abuja,Honda,Accord Crosstour EX-L,"2,011",Gray,2.8,Nigerian Used,
VHL11694,Abuja,Lexus,IS,"2,008",Silver,3.7,Nigerian Used,54215
VHL10877,Abuja,BMW,330i,"2,008",Green,3.71,Foreign Used,315903
VHL17113,Abuja,Toyota,Corolla,"2,012",White,4.2,Foreign Used,
VHL12651,Lagos,Lexus,ES 350,"2,008",Beige,4.5,Foreign Used,75000
VHL14658,Abuja,Toyota,RAV4 XLE AWD (2.5L 4cyl 6A),"2,017",Silver,12,Foreign Used,75000
VHL15679,Lagos,Lexus,LX 570 Three-Row,"2,020",Black,165,Brand New,500
VHL11522,Lagos,Toyota,Venza LE FWD,"2,013",Gray,7.7,Foreign Used,
VHL19358,Abuja,Hyundai,Elantra,"2,017",Brown,5.5,Nigerian Used,45000
VHL10493,Lagos,Toyota,RAV4 Limited V6,"2,008",Gold,4.6,Foreign Used,
VHL14491,Lagos,Toyota,Land Cruiser 4 V6 GXR,"2,020",Black,55,Brand New,20
VHL18296,Ibadan,Lexus,IS 250,"2,008",Black,4.3,Foreign Used,50139
VHL14207,Lagos,Toyota,Camry,"2,005",White,1.58,Nigerian Used,210599
VHL13318,Abuja,Mercedes-Benz,GLE-Class,"2,017",Black,31,Foreign Used,32415
VHL13801,Lagos,Toyota,Highlander V6,"2,007",Burgandy,3.9,Foreign Used,83000
VHL13049,Abuja,Mini,Countryman Cooper FWD,"2,014",Blue,6.8,Foreign Used,
VHL17887,Lagos,Lexus,ES 350,"2,010",Silver,4.28,Nigerian Used,110182
VHL16061,Abuja,Lexus,RX,"2,011",Blue,6.1,Nigerian Used,90000
VHL15270,Abuja,Mercedes-Benz,GLE-Class,"2,017",Black,36,Foreign Used,18000
VHL18444,Lagos,Mercedes-Benz,M Class,"2,014",Black,12.8,Foreign Used,84570
VHL12713,Abuja,BMW,328i,"2,014",White,11,Foreign Used,53421
VHL18109,Abuja,Mazda,6 I Sport,"2,013",Blue,2,Foreign Used,
VHL10337,Lagos,Lexus,LX,"2,017",Black,46,Foreign Used,14000
VHL11642,Abuja,Toyota,Sienna LE 4WD,"2,007",Blue,3.8,Foreign Used,131213
VHL18637,Lagos,Toyota,Highlander,"2,017",Blue,17.5,Foreign Used,30000
VHL12709,Ibadan,Lexus,RX,"2,013",Silver,12,Foreign Used,52000
VHL16204,Abuja,Honda,Accord,"2,019",Gray,10.5,Foreign Used,
VHL16071,Lagos,Toyota,Camry,"2,011",Gray,3.8,Foreign Used,86905
VHL13355,Abuja,Lexus,RX 350,"2,007",Blue,3.5,Nigerian Used,85680
VHL11281,Abuja,Ford,Ranger,"2,018",Black,15,Foreign Used,
VHL18793,Lagos,Toyota,Sequoia,"2,010",Gray,11.5,Foreign Used,74690
VHL10024,Lagos,Toyota,RAV4 LE 4dr SUV (2.5L 4cyl 6A),"2,014",Silver,8.3,Foreign Used,78534
VHL14116,Abuja,Mercedes-Benz,GLE-Class,"2,016",White,22.5,Foreign Used,43229
VHL19491,Abuja,Lexus,GX 470 Sport Utility,"2,005",Black,4.3,Foreign Used,
VHL15058,Lagos,Mercedes-Benz,M Class,"2,014",Black,13.4,Foreign Used,
VHL14639,Lagos,Toyota,RAV4 3.5 Limited,"2,010",Black,5.95,Foreign Used,45204
VHL12253,Abuja,Mercedes-Benz,GLE-Class,"2,017",Blue,25,Foreign Used,36000
VHL14118,Abuja,Jeep,Wrangler 3.8 Sahara,"2,007",Red,6.2,Nigerian Used,
VHL16268,Abuja,Toyota,Camry,"2,020",Silver,25,Brand New,23
VHL15202,Ibadan,Lexus,GX 460,"2,010",Green,15.8,Foreign Used,100000
VHL16185,Lagos,Lexus,ES,"2,002",Gold,2.47,,166392
VHL17182,Lagos,Toyota,RAV4 Limited V6 4x4,"2,007",White,4.1,Foreign Used,
VHL18513,Abuja,Toyota,Sienna,"2,007",Gold,3.55,Foreign Used,137000
VHL15647,Lagos,Mercedes-Benz,C300,"2,008",Black,5.45,Foreign Used,
VHL13110,Lagos,Toyota,Camry,"2,012",Gray,4.95,Foreign Used,136270
VHL11056,Lagos,Lexus,RX 350 2WD,"2,020",Gray,27.5,Foreign Used,
VHL18080,Ibadan,Acura,TL Automatic Tech Package,"2,009",White,3.8,Foreign Used,86000
VHL10646,Lagos,Toyota,Corolla 1.8 VVTL-i TS,"2,007",Black,1.8,Nigerian Used,183626
VHL13314,Lagos,Lexus,RX 350,"2,010",Black,8.4,Foreign Used,
VHL16671,Abuja,Toyota,Land Cruiser,"2,021",Black,40,Foreign Used,990
VHL17657,Abuja,Honda,CR-V,"2,015",Gray,4.9,Nigerian Used,98000
VHL13008,Lagos,Lexus,LX,"2,013",Gray,16.5,Nigerian Used,66421
VHL18679,Abuja,Volkswagen,Sharan,"2,006",Silver,2.5,Foreign Used,99000
VHL10312,Ibadan,Mercedes-Benz,M Class ML320 TEC AWD 4MATIC,"2,009",White,6.5,Foreign Used,
VHL14368,Lagos,Mercedes-Benz,M Class,"2,015",White,12.6,Foreign Used,
VHL10848,Lagos,Mercedes-Benz,M Class,"2,014",Black,15.5,Foreign Used,92000
VHL19749,Lagos,Lexus,RX 350,"2,011",White,8.5,Foreign Used,85000
VHL19275,Abuja,Lexus,RX 350,"2,010",Silver,8.9,Foreign Used,
VHL17268,Lagos,Toyota,Corolla,"2,012",Gray,4.5,Nigerian Used,93685
VHL11168,Lagos,Lexus,IS 250,,Gray,3.6,Foreign Used,73213
VHL14103,Abuja,Toyota,Highlander,"2,017",Red,14.5,Foreign Used,27532
VHL18225,Lagos,Lexus,RX 330,"2,005",Black,3.8,Nigerian Used,68852
VHL13628,Lagos,Lexus,LX,"2,020",Black,140,Brand New,15
VHL13341,Lagos,Mercedes-Benz,E300,"2,017",Gray,21.5,Foreign Used,58000
VHL10634,Ibadan,Honda,Ridgeline RTL,"2,010",Silver,3.35,Nigerian Used,98000
VHL12401,Abuja,Honda,Accord 2 Sedan Automatic,"2,012",Silver,2.35,Nigerian Used,52352
VHL16590,Abuja,Land Rover,Range Rover Vogue,"2,020",Blue,120,Foreign Used,11000
VHL13529,Abuja,Lexus,RC,"2,016",Red,17,Foreign Used,
VHL13847,Lagos,Mercedes-Benz,GLE-Class,"2,019",White,45,Foreign Used,24000
VHL12770,Abuja,Toyota,Venza AWD,"2,012",Silver,7.65,Foreign Used,147000
VHL15606,Ibadan,Lexus,RX 300,"2,001",White,1.7,Nigerian Used,196532
VHL11930,Ibadan,Toyota,RAV4 2.5 4x4,"2,010",Blue,4.8,Foreign Used,88000
VHL19275,Lagos,Toyota,Land Cruiser Prado 2.7,"2,018",Black,45,Nigerian Used,59425
VHL15921,Lagos,Toyota,Camry,"2,013",Red,5.8,Foreign Used,
VHL18018,Abuja,Kia,Sorento,"2,005",Brown,2,Nigerian Used,
VHL14201,Lagos,Lexus,GX,"2,013",White,13.5,Nigerian Used,48000
VHL14224,Lagos,Toyota,Tacoma,"2,008",Red,8.7,Foreign Used,98521
VHL15722,Lagos,Lexus,ES 350,"2,007",Gold,4.6,Foreign Used,95084
VHL19581,Abuja,Honda,Civic EX-L Sedan,"2,012",Black,2.5,Nigerian Used,177849
VHL11971,Ibadan,Toyota,Corolla S,"2,004",Gray,1.99,Nigerian Used,184175
VHL13791,Ibadan,Toyota,Camry,"2,009",Black,3.6,Foreign Used,105000
VHL11558,Lagos,Mercedes-Benz,GLK-Class wine,"2,014",Red,6.73,,150571
VHL14843,Abuja,Peugeot,408,"2,014",Gray,2.65,Nigerian Used,85701
VHL17398,Lagos,Honda,Accord 2.4,"2,007",Black,1.69,Nigerian Used,
VHL16092,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,007",White,4.2,Foreign Used,85000
VHL11533,Abuja,Mercedes-Benz,C300,"2,008",Black,3.2,Foreign Used,100868
VHL13960,Lagos,Lexus,ES,"2,004",Silver,1.98,Nigerian Used,121000
VHL15076,Abuja,Rolls-Royce,Wraith 6.6 RWD,"2,016",Black,185,Foreign Used,
VHL16162,Lagos,Jaguar,XE,"2,017",Gray,12.33,,30972
VHL12275,Abuja,Mercedes-Benz,E350,"2,006",Gold,3.7,Foreign Used,
VHL13746,Abuja,Toyota,Camry XLE (2.5L 4cyl 8A),"2,019",Black,15,Foreign Used,35255
VHL13378,Abuja,Mercedes-Benz,E350,"2,014",Red,12,Foreign Used,60000
VHL19851,Abuja,Lexus,ES 350,"2,008",Black,4.6,Foreign Used,95869
VHL13094,Lagos,Kia,Cerato,"2,013",Gray,2.25,Nigerian Used,38627
VHL18451,Abuja,Mercedes-Benz,E300,"2,022",White,56,Foreign Used,1200
VHL19700,Lagos,Toyota,Corolla 1.6 VVT-i,"2,008",Red,2.48,Nigerian Used,179768
VHL12158,Lagos,Mercedes-Benz,GL-Class GL 450,"2,011",Black,8.8,Foreign Used,85200
VHL16578,Abuja,Audi,A4,"2,012",Black,5,Foreign Used,54121
VHL16766,Abuja,Lexus,IS 250,"2,008",Gray,4.85,Foreign Used,65000
VHL19573,Abuja,Hyundai,Veloster Veloster (Standard),"2,013",Red,3.95,Nigerian Used,60000
VHL12386,Lagos,Lexus,GX 460 Base,"2,016",White,26.5,Foreign Used,
VHL10277,Lagos,Lexus,ES 350,"2,011",Pearl,5.3,Foreign Used,
VHL18265,Abuja,Mercedes-Benz,GLC-Class,"2,016",Black,14.35,Foreign Used,62800
VHL18146,Lagos,Lexus,RX 350 AWD,"2,015",White,14,Foreign Used,
VHL16125,Lagos,Mercedes-Benz,M Class,"2,006",Gold,5,Foreign Used,
VHL18677,Lagos,Lexus,RX,"2,002",Gold,3.3,Foreign Used,55000
VHL18053,Abuja,Honda,Accord,"2,016",Blue,8.05,Foreign Used,36871
VHL14984,Lagos,Toyota,4-Runner,"2,011",Gray,13.5,Foreign Used,45960
VHL12676,Ibadan,Toyota,Highlander 4x4,"2,008",Red,5.45,Foreign Used,143252
VHL15649,Abuja,Mercedes-Benz,C-Class,"2,011",Black,4.1,Nigerian Used,
VHL16582,Ibadan,Toyota,Highlander XLE V6 4x2 (3.5L 6cyl 6A),"2,016",Green,13.5,Foreign Used,36000
VHL18829,Ibadan,Toyota,Sienna,"2,014",Gray,8,Foreign Used,61092
VHL12423,Abuja,Toyota,Matrix,"2,007",Blue,2,Nigerian Used,69998
VHL18453,Lagos,Toyota,Camry 2.4 GLi Automatic,"2,006",Silver,2.81,Foreign Used,245868
VHL10713,Abuja,Pontiac,Vibe,"2,009",Red,3.3,Foreign Used,38000
VHL17786,Ibadan,Toyota,Sienna CE,"2,005",Gold,3,Foreign Used,
VHL15553,Abuja,Honda,Accord 2.4 EX-L,"2,008",Silver,1.6,Nigerian Used,
VHL10711,Abuja,Honda,CR-V,"2,004",Gold,1.05,Nigerian Used,
VHL19871,Abuja,Toyota,Corolla,"2,013",Gray,4.65,Foreign Used,
VHL18934,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,013",Black,11.3,Foreign Used,807523
VHL15787,Abuja,Mercedes-Benz,GLE-Class,"2,017",Black,17.5,Foreign Used,
VHL17043,Abuja,Toyota,Sienna LE AWD (3.3L V6 5A),"2,004",White,1.9,Nigerian Used,150000
VHL13511,Abuja,Toyota,Camry 2.4 LE,"2,008",Silver,3,Nigerian Used,
VHL11356,Abuja,Toyota,Camry,"2,012",Gray,5,Foreign Used,70000
VHL19709,Abuja,Toyota,Camry,"2,015",Red,7.6,Foreign Used,140000
VHL17050,Abuja,Mercedes-Benz,C300,"2,012",Silver,5.5,Nigerian Used,75000
VHL12495,Lagos,Lexus,ES 350,"2,009",Black,4.6,Foreign Used,
VHL16027,Abuja,Mercedes-Benz,M Class ML350 4x2,"2,009",Black,3.3,Nigerian Used,
VHL13849,Lagos,Toyota,Tacoma TRD Sport,"2,019",Gray,29,Foreign Used,
VHL18167,Abuja,Toyota,Highlander,"2,006",Black,3.35,Nigerian Used,
VHL19260,Lagos,Infiniti,Fx,"2,005",Black,1.91,,158943
VHL13286,Lagos,Mercedes-Benz,E500,"2,006",Gold,3.94,Nigerian Used,231361
VHL18686,Abuja,Mercedes-Benz,E350,"2,016",White,13,Foreign Used,
VHL14576,Abuja,Toyota,Camry,"2,004",Silver,2.75,Foreign Used,902471
VHL12627,Abuja,Lexus,RX,"2,019",Black,28.6,Foreign Used,
VHL10914,Lagos,Toyota,Camry,"2,013",Red,4.8,Foreign Used,45200
VHL12728,Lagos,Nissan,Quest 3.5 S,"2,004",Gold,0.9,Nigerian Used,167894
VHL13102,Ibadan,Toyota,Camry,"2,003",Blue,1.4,Nigerian Used,99000
VHL12804,Abuja,Lexus,ES 350,"2,008",Black,3,Nigerian Used,125511
VHL19548,Abuja,Land Rover,Range Rover Velar,"2,019",Gray,40,Foreign Used,
VHL19886,Lagos,Volvo,V60,"2,015",White,7.85,,56968
VHL16997,Abuja,Toyota,Camry,"2,018",Blue,13,Foreign Used,33552
VHL19850,Lagos,Toyota,Tacoma,"2,015",Blue,14.75,Foreign Used,51000
VHL18055,Lagos,Lexus,SC 430 Convertible,"2,006",Silver,5.8,Foreign Used,94000
VHL10463,Abuja,Toyota,Sienna CE 7 Passenger,"2,010",Gray,4.6,Foreign Used,148000
VHL16190,Abuja,Toyota,Camry,"2,007",Gray,3.8,Foreign Used,102000
VHL10752,Abuja,Lexus,ES,"2,010",Black,6.5,Foreign Used,38068
VHL13340,Abuja,Mercedes-Benz,G-Class G 63 AMG 4MATIC,"2,020",Black,290,Brand New,101
VHL11685,Lagos,Lexus,RX,"2,015",Black,13,Foreign Used,
VHL19301,Lagos,Peugeot,807,"2,001",Blue,1.01,Nigerian Used,155300
VHL11991,Lagos,Toyota,Highlander Limited,"2,010",Black,7,Foreign Used,75023
VHL17469,Lagos,Toyota,Avalon XLS,"2,007",Gray,3.1,Foreign Used,75000
VHL15958,Lagos,Mercedes-Benz,M Class ML 320,"2,002",Silver,1.5,Nigerian Used,
VHL10921,Ibadan,Lexus,IS,"2,005",Black,2.98,Nigerian Used,152784
VHL15142,Abuja,Mercedes-Benz,E320,"2,004",Silver,1.2,Nigerian Used,154558
VHL16063,Lagos,Mercedes-Benz,E430,"2,017",Black,34,Foreign Used,39000
VHL11762,Abuja,Toyota,Corolla,"2,010",Silver,2.95,Nigerian Used,85000
VHL11860,Lagos,Lexus,ES 350,"2,009",Gold,4.95,Foreign Used,126000
VHL18030,Abuja,Lexus,ES 350 FWD,"2,018",Gold,23,Foreign Used,16000
VHL18894,Abuja,Toyota,Camry,"2,011",Silver,3.5,Foreign Used,
VHL19423,Lagos,Honda,Pilot LX 4x4 (3.5L 6cyl 5A),"2,004",Silver,1.35,Nigerian Used,352616
VHL15574,Abuja,Mercedes-Benz,E320,"2,005",Silver,1.13,Nigerian Used,155231
VHL11935,Abuja,Mercedes-Benz,E350,"2,012",Black,7.5,Foreign Used,85029
VHL12835,Abuja,Mercedes-Benz,GLE-Class,"2,016",Gray,19.69,Foreign Used,54116
VHL11593,Abuja,Honda,Civic,"2,008",Black,2.8,Foreign Used,124556
VHL18270,Abuja,Toyota,Corolla,"2,003",Burgandy,2.8,Foreign Used,
VHL15906,Lagos,Toyota,4-Runner,"2,010",Blue,11.5,Foreign Used,83000
VHL12032,Abuja,Toyota,Land Cruiser Prado,"2,020",Black,43,Nigerian Used,
VHL12089,Abuja,Lexus,IS 250,"2,008",Gray,5,Foreign Used,165656
VHL16236,Abuja,Lexus,RX 330,"2,004",Black,3.6,Nigerian Used,98521
VHL19925,Lagos,Acura,MDX,"2,011",Blue,6.5,Foreign Used,
VHL14280,Lagos,Toyota,4-Runner,"2,014",Silver,13.6,Foreign Used,113858
VHL16495,Abuja,Toyota,RAV4,"2,015",White,9.3,Foreign Used,40893
VHL10999,Lagos,Toyota,Camry,"2,008",Black,3.9,Foreign Used,75000
VHL11405,Lagos,Toyota,Highlander Platinum AWD,"2,020",Silver,46,Foreign Used,2000
VHL16046,Lagos,Infiniti,I Automatic,"2,001",Gray,0.79,Nigerian Used,
VHL13112,Abuja,Hyundai,Sonata,"2,015",Silver,7.2,Foreign Used,50000
VHL13140,Abuja,Honda,Accord Crosstour,"2,012",Black,3.5,Nigerian Used,
VHL15101,Lagos,Lexus,IS 250 4WD,"2,009",Silver,3.75,Foreign Used,
VHL19825,Abuja,Toyota,Corolla,"2,006",Blue,2.1,Nigerian Used,153420
VHL13917,Abuja,Peugeot,508,"2,017",Black,10,Nigerian Used,
VHL10546,Lagos,Lexus,RX 330,"2,005",Silver,4.9,Foreign Used,68050
VHL19477,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,013",Gray,13.5,Foreign Used,
